V0000399258	それはとってもいい話だ。	それはとってもいいはなしだ 
V0000399678	全てのシステムが停止した。	すべてのしすてむがていしした 
V0000399679	子供の頃、よくその公園で遊んだ。	こどものころよくそのこうえんであそんだ 
V0000399680	その質問に対する答えが見つからなかった。	そのしつもんにたいするこたえがみつからなかった 
V0000399681	いい方法を思いつきました。	いいほうほうをおもいつきました 
V0000399682	飛行機が1時間以上遅れた。	ひこうきがいちじかんいじょうおくれた 
V0000399683	それは最近話題の本ですね。	それはさいきんわだいのほんですね 
V0000399684	今後ともよろしくお願いします。	こんごともよろしくおねがいします 
V0000399685	私は世界旅行をしたい。	わたしはせかいりょこうをしたい 
V0000399686	彼はその詩を用いて自分の気持ちを伝えた。	かれはそのしをもちいてじぶんのきもちをつたえた 
V0000399687	今夜は大いに語りましょう。	こんやはおおいにかたりましょう 
V0000399688	新しいコンピューターを買った。	あたらしいこんぴゅーたーをかった 
V0000399689	ここが建物の中心です。	ここがたてもののちゅうしんです 
V0000399690	犬にえさをやった。	いぬにえさをやった 
V0000399691	それはどういう意味ですか。	それはどういういみですか 
V0000399692	彼は一人旅の計画を立てた。	かれはひとりたびのけいかくをたてた 
V0000399693	私は彼から大きな影響を受けました。	わたしはかれからおおきなえいきょうをうけました 
V0000399694	この町は人口が増えた。	このまちはじんこうがふえた 
V0000399695	良い家を選ぶのは難しい。	よいいえをえらぶのはむずかしい 
V0000399696	大学で経済を勉強しました。	だいがくでけいざいをべんきょうしました 
V0000399697	会社で新しいシステムを導入した。	かいしゃであたらしいしすてむをどうにゅうした 
V0000399698	日本での生活は楽しいです。	にほんでのせいかつはたのしいです 
V0000399699	早く授業を進めましょう。	はやくじゅぎょうをすすめましょう 
V0000399700	彼はその事件に関係がない。	かれはそのじけんにかんけいがない 
V0000399701	仕事を続けてください。	しごとをつづけてください 
V0000399702	お金がほとんどありません。	おかねがほとんどありません 
V0000399703	この携帯電話が使えるのは国内だけです。	このけいたいでんわがつかえるのはこくないだけです 
V0000399704	音楽は彼の得意な分野です。	おんがくはかれのとくいなぶんやです 
V0000399705	彼は小さな会社に勤めています。	かれはちいさなかいしゃにつとめています 
V0000399706	その問題に関する記事を読みました。	そのもんだいにかんするきじをよみました 
V0000399707	ここは道の状態がとても悪いです。	ここはみちのじょうたいがとてもわるいです 
V0000399708	フランスの大統領は誰ですか。	ふらんすのだいとうりょうはだれですか 
V0000399709	このアンケートは大学生が対象です。	このあんけーとはだいがくせいがたいしょうです 
V0000399710	事務的な処理に1週間かかります。	じむてきなしょりにいっしゅうかんかかります 
V0000399711	そのパーティーに女性は何人来ますか。	そのぱーてぃーにじょせいはなんにんきますか 
V0000399712	ここが私の家です。	ここがわたしのいえです 
V0000399713	彼はパソコンを2台持っています。	かれはぱそこんをにだいもっています 
V0000399714	トラブルがやっと解決した。	とらぶるがやっとかいけつした 
V0000399715	夢を実現するには努力が必要です。	ゆめをじつげんするにはどりょくがひつようです 
V0000399716	毎年多くの人が海外へ旅行する。	まいとしおおくのひとがかいがいへりょこうする 
V0000399717	まず相手の動きを見ましょう。	まずあいてのうごきをみましょう 
V0000399718	あなたの話は面白いね。	あなたのはなしはおもしろいね 
V0000399719	ガソリンの価格がどんどん上がっている。	がそりんのかかくがどんどんあがっている 
V0000399720	私たちは２階に上がった。	わたしたちはにかいにあがった 
V0000399721	コーヒーをもう一杯ください。	こーひーをもういっぱいください 
V0000399722	弟は切手を集めています。	おとうとはきってをあつめています 
V0000399723	彼は大きな声で話した。	かれはおおきなこえではなした 
V0000399724	東京に来るのは初めてです。	とうきょうにくるのははじめてです 
V0000399725	明らかに彼が悪い。	あきらかにかれがわるい 
V0000399726	計画を一部変更しましょう。	けいかくをいちぶへんこうしましょう 
