V0000345781	中止？私は何も聞いてないぞ。 
V0000348735	まっすぐ
V0000348736	交差点
V0000348737	次
V0000348738	曲がる
V0000348739	角
V0000348740	紹介する
V0000348741	次の交差点を 左に 曲がってください。	
V0000348742	次の交差点を 左に 曲がってください。 
V0000348743	この、交差点を 左ですね。	
V0000348744	この、交差点を 左ですね。 
V0000348745	はい。少し、まっすぐ 行ってください。	
V0000348746	はい。少し、まっすぐ 行ってください。 
V0000348747	ニ番目の信号を 右に 曲がってください。	
V0000348748	ニ番目の信号を 右に 曲がってください。 
V0000348749	この信号を 右・・・。	
V0000348750	この信号を 右・・・。 
V0000348751	で、コンビニの角を 左に 曲がってください。	
V0000348752	で、コンビニの角を 左に 曲がってください。 
V0000348753	三百メートルくらい　まっすぐ 行ってください。	
V0000348754	三百メートルくらい　まっすぐ 行ってください。 
V0000348755	あ、ここです。ここで とめてください。	
V0000348756	あ、ここです。ここで とめてください。 
V0000348757	あ、雪男（ゆきお）君、時間ありますか。	
V0000348758	あ、雪男（ゆきお）君、時間ありますか。 
V0000348759	許す
V0000348760	開ける
V0000348761	出る
V0000348762	ベランダ
V0000348763	着る
V0000348764	上着
V0000348765	持つ
V0000348766	くつ
V0000348767	待つ
V0000348768	困る
V0000348769	僕達
V0000348770	説明
V0000348771	ただいまぁー。	
V0000348772	ただいまぁー。 
V0000348773	おと...、おと...、おと...、おとおとおと、お父～さん。僕達の結婚を許してください。	
V0000348774	おと...、おと...、おと...、おとおとおと、お父～さん。僕達の結婚を許してください。 
V0000348775	何だ、君は？	
V0000348776	何だ、君は？ 
V0000348777	天道社長～、天道社長～。	
V0000348778	天道社長～、天道社長～。 
V0000348779	雪男君、ちょ、ちょっと待ってくださ～い。	
V0000348780	雪男君、ちょ、ちょっと待ってくださ～い。 
V0000348781	君ィ、困るよ。	
V0000348782	君ィ、困るよ。 
V0000348783	はい、これ、君。この靴を持って。ちょっとこっちに来て。早く、こっち来て。	
V0000348784	はい、これ、君。この靴を持って。ちょっとこっちに来て。早く、こっち来て。 
V0000348785	病院
V0000348786	待つ
V0000348787	ちょっと
V0000348788	テレビ
V0000348789	リビング
V0000348790	いる
V0000348791	こちらこそ
V0000348792	主人
V0000348793	君
V0000348794	妻
V0000348795	いつも
V0000348796	お客様
V0000348797	お帰りなさい。あら、お客様？	
V0000348798	お帰りなさい。あら、お客様？ 
V0000348799	こちらは、山川先生の 息子さん。山川雪男(やまかわゆきお）君だ。	
V0000348800	こちらは、山川先生の 息子さん。山川雪男(やまかわゆきお）君だ。 
V0000348801	雪男君、これは、私の妻のきりです。	
V0000348802	雪男君、これは、私の妻のきりです。 
V0000348803	ああ、成田病院の山川先生の息子さん？天道きり と申します。	
V0000348804	ああ、成田病院の山川先生の息子さん？天道きり と申します。 
V0000348805	いつも、主人が お世話になっています。	
V0000348806	いつも、主人が お世話になっています。 
V0000348807	はじめまして。山川雪男と 申します。	
V0000348808	はじめまして。山川雪男と 申します。 
V0000348809	今夜
V0000348810	社会学
V0000348811	社会
V0000348812	専攻
V0000348813	勤める
V0000348814	コンサルティング
V0000348815	通う
V0000348816	大学院
V0000348817	住む
V0000348818	帰る
V0000348819	男
V0000348820	お客さん
V0000348821	会社
V0000348822	そうそう、あなた、今夜、晴夜さん...来ているのよ。	
V0000348823	そうそう、あなた、今夜、晴夜さん...来ているのよ。 
V0000348824	あ、お客さんですか。	
V0000348825	あ、お客さんですか。 
V0000348826	え？え？あ、いや。あの男はもう帰りました。	
V0000348827	え？え？あ、いや。あの男はもう帰りました。 
V0000348828	あ、パパ、お帰りなさい。	
V0000348829	あ、パパ、お帰りなさい。 
V0000348830	雪男君、うちの娘の 美雨です。東京に 住んでいます。東京で 大学院に 通っています。	
V0000348831	雪男君、うちの娘の 美雨です。東京に 住んでいます。東京で 大学院に 通っています。 
V0000348832	あ、どうも。はじめまして。山川雪男と 申します。	
V0000348833	あ、どうも。はじめまして。山川雪男と 申します。 
V0000348834	コンサルティング会社に 勤めています。美雨さんの 専攻は　何ですか。	
V0000348835	コンサルティング会社に 勤めています。美雨さんの 専攻は　何ですか。 
V0000348836	飲み物
V0000348837	ベランダ
V0000348838	灰皿
V0000348839	タバコ
V0000348840	真面目
V0000348841	ビール
V0000348842	帰る
V0000348843	車
V0000348844	もらう
V0000348845	すう
V0000348846	雪男さん、お飲み物は何にしますか。	
V0000348847	雪男さん、お飲み物は何にしますか。 
V0000348848	あ、じゃぁ、冷たいビールを もらってもいいですか。	
V0000348849	あ、じゃぁ、冷たいビールを もらってもいいですか。 
V0000348850	え、でも、車で帰りますよね。 じゃ、ビールを 飲んでは いけませんよね。	
V0000348851	え、でも、車で帰りますよね。 じゃ、ビールを 飲んでは いけませんよね。 
V0000348852	あ、ははは。そう。そうですよね。いけませんね。ははは。美雨ちゃんは 真面目だな。じゃ、タバコを すってもいいですか。	
V0000348853	あ、ははは。そう。そうですよね。いけませんね。ははは。美雨ちゃんは 真面目だな。じゃ、タバコを すってもいいですか。 
V0000348854	あ、どうぞ。どうぞ。おーい。灰皿ある？	
V0000348855	あ、どうぞ。どうぞ。おーい。灰皿ある？ 
V0000348856	すみませんが、タバコは ちょっと...。	
V0000348857	すみませんが、タバコは ちょっと...。 
V0000348858	そこのベランダで すってください。	
V0000348859	そこのベランダで すってください。 
V0000348860	だめ（な）
V0000348861	人
V0000348862	リビング
V0000348863	やっぱり
V0000348864	渋滞
V0000348865	道
V0000348866	大会
V0000348867	公園
V0000348868	近く
V0000348869	花火
V0000348870	音
V0000348871	失礼します。
V0000348872	もしかして
V0000348873	じゃ、うちへ 帰って タバコを すいますね。失礼します。	
V0000348874	じゃ、うちへ 帰って タバコを すいますね。失礼します。 
V0000348875	（パンパン！ドドーン！）	
V0000348876	（パンパン！ドドーン！） 
V0000348877	何の音ですか？	
V0000348878	何の音ですか？ 
V0000348879	ああ、花火の音ですよ。	
V0000348880	ああ、花火の音ですよ。 
V0000348881	今夜、近くの公園で 花火大会が あって、道は 大渋滞ですよ。	
V0000348882	今夜、近くの公園で 花火大会が あって、道は 大渋滞ですよ。 
V0000348883	さぁ、ベランダに行って、花火を 見ましょう。ほら、美雨も一緒に来て。	
V0000348884	さぁ、ベランダに行って、花火を 見ましょう。ほら、美雨も一緒に来て。 
V0000348885	（トントントン）	
V0000348886	（トントントン） 
V0000348887	あ...ベランダは だめだ。やっぱり、リビングで見ましょう。	
V0000348888	あ...ベランダは だめだ。やっぱり、リビングで見ましょう。 
V0000348889	パパ？ベランダに 何が あるの？	
V0000348890	パパ？ベランダに 何が あるの？ 
V0000348891	な、何もいない。	
V0000348892	な、何もいない。 
V0000348893	台所
V0000348894	呼ぶ
V0000348895	救急車
V0000348896	警察
V0000348897	探す
V0000348898	連れてくる
V0000348899	母さん
V0000348900	持ってくる
V0000348901	おつまみ
V0000348902	強盗
V0000348903	晴夜！あれ？いない...。	
V0000348904	晴夜！あれ？いない...。 
V0000348905	じゃ、ベランダで花火を見ましょう。	
V0000348906	じゃ、ベランダで花火を見ましょう。 
V0000348907	美雨、台所から、飲み物とおつまみを持って来て。	
V0000348908	美雨、台所から、飲み物とおつまみを持って来て。 
V0000348909	はい。	
V0000348910	はい。 
V0000348911	それから、灰皿を持って来て。	
V0000348912	それから、灰皿を持って来て。 
V0000348913	あ、あと、母さんも連れて来て。	
V0000348914	あ、あと、母さんも連れて来て。 
V0000348915	救急車
V0000348916	喧嘩
V0000348917	西口
V0000348918	事件
V0000348919	事故
V0000348920	場所
V0000348921	教える
V0000348922	あなた
V0000348923	落ち着く
V0000348924	よく
V0000348925	追いかける
V0000348926	犯人
V0000348927	倒れる
V0000348928	キッチン
V0000348929	火事
V0000348930	ナイフ
V0000348931	ええっと、救急車119	
V0000348932	ええっと、救急車119 
V0000348933	はい。119番です。火事ですか。救急ですか。	
V0000348934	はい。119番です。火事ですか。救急ですか。 
V0000348935	キッチンに行って、ママが倒れていて…。	
V0000348936	キッチンに行って、ママが倒れていて…。 
V0000348937	晴夜は犯人を追いかけて、 よく分かりません。	
V0000348938	晴夜は犯人を追いかけて、 よく分かりません。 
V0000348939	落ち着いてください。あなたのお名前を 教えてください。	
V0000348940	落ち着いてください。あなたのお名前を 教えてください。 
V0000348941	天道　美雨（てんどう　みう）です。	
