V0000367106	木星（もくせい） あの上の方で光っている星は木星だ
P0000157660	提出する（ていしゅつ）
P0000157660	出す（だします） 時間です
P0000157660	答案を提出しなさい
V0000367468	ルームメート
P0000157661	またがる（またがります）
P0000157661	北アルプスは 
P0000157661	県にまたがる. これは 
P0000157661	年にまたがる計画である
P0000157662	捻る（ひねります） 
P0000157662	回す（まわします）
P0000157662	水道の栓（せん）を捻っても水が出ません 口ひげをひねる 腰を左へひねる
V0000367469	おむつ おむつを外す おむつを替える[取り替える]
V0000367470	「我輩は猫である」 夏目漱石 我輩 （わがはい） 
V0000367471	電動の（でんどう） 電動タイプライター この機械は電動だ
V0000367472	賑やかなパーディー
P0000157663	乾いた (かわいた) 乾燥した（かんそう）
P0000157663	乾いたタオル
P0000157664	消去する（しょうきょ）
P0000157664	消す（けします）
P0000157664	削除（さくじょ）
P0000157664	過去の思い出を消去する
V0000367473	サービス
V0000367474	チンパンジー
V0000367475	親切（な）（しんせつ） 優しい（やさしい）
V0000367476	旅行者(りょこうしゃ) 旅人（たびびと）
V0000367477	うざい 面倒くさい（めんどうくさい） 面倒（な）（めんどう）
V0000367478	考古学（こうこがく）
V0000367479	飼う（かいます） このマンションでペットを飼えません
V0000367480	社員旅行（しゃいんりょこう）
V0000367481	尋ね（たずね） 行方不明（ゆくえふめい） 尋ね人（たずねびと） たずね犬
V0000367482	偏食（へんしょく） 偏った食事（かたよった） 偏食する
V0000367483	退職（たいしょく） たいていの人は６０歳で退職する
V0000367484	乞食（こじき） 私は乞食に持ちかね全部を与えた
P0000157665	微笑む（ほほえみます） 
P0000157665	笑む（えみます） 笑み（えみ）
P0000157665	笑顔（えがお）
P0000157665	微笑み（ほほえみ）
V0000367485	ユーモアの感覚（かんかく） 彼には素晴らしいユーモアの感覚がある
P0000157666	魅惑（みわく） 魅力（みりょく）
P0000157666	日本の魅惑
V0000367486	台湾（たいわん） 台北は台湾の首都です。
V0000367487	とうとう やっと いよいよ 遂に（ついに）
V0000367488	カルダモン
V0000367489	眠り薬（ねむりぐすり）
V0000367490	副詞（ふくし）
V0000367491	発育（はついく） 赤ん坊は正常な発育を示す
V0000367492	動かす（うごかす）
P0000157667	姪　（めい）
P0000157667	姪御さん　（めいごさん）
V0000367493	行き（ゆき） 大阪行きの新幹線
V0000367494	大好物（だいこうぶつ）
V0000367495	拝見する（はいけん） パスポートを拝見してよろしいですか
V0000367496	怠る（おこたります） 義務を怠ってはならない
V0000367497	本当ですか
V0000367498	破く（やぶきます） 破る（やぶります） 彼は手紙を二つに破いた
V0000367499	全体（ぜんたい） 全体に山が多いです
V0000367500	船便（ふなびん） 船便で出す
V0000367501	編む（あみます） セーターを編むことが出来る
V0000367502	芝居(しばい) 演劇（えんげき） 芝居に出る
V0000367503	それに
P0000157668	先程（さきほど） さっき 最近（さいきん）
P0000157668	そのことは先程聞きました
V0000367504	油絵（あぶらえ） この油絵は１７世紀のものです
V0000367505	協定（きょうてい） 協定を破る（やぶります）
V0000367506	人食いの（ひとくい） 人食い鮫（ひとくいざめ） 人食い
V0000367507	女王（じょおう）
V0000367508	底（そこ） 心の底から感謝した 鍋（なべ）の底に穴があいている
P0000157669	神父（さん）（しんぷ） 
P0000157669	新婦（しんぷ） 聖イグナシオ教会の神父
V0000367509	ダブルベッド シングルベッド キングサイズベッド
V0000367510	私立（大学）（しりつ）
V0000367511	はじめまして。
V0000367512	クリーム クリームと砂糖をすこし入れてください
V0000367513	巧い（うまい） 旨い/美味い/甘い/上手 
V0000367514	処刑する（しょけい） チャールズ１世は断頭台で処刑された
V0000367515	海豚（いるか）
V0000367516	ハワイ諸島（しょとう）
V0000367517	喉（のど） 咽喉（いんこう） のどが渇く（かわきます）
V0000367518	カルシウム 彼の食事にはカルシウムが欠けている
V0000367519	人体（じんたい） 人体解剖学　（じんたいかいぼうがく） 人体に無害である
V0000367520	情熱（じょうねつ） 作家は恋人に対する情熱を表現している
V0000367521	ストーブ
P0000157670	湿す（しめす） ぬらす 
P0000157670	示す（しめします）
P0000157670	タオルを湿らす 水に湿したタオルを額に当てる
V0000367522	月の終わりごろ
P0000157671	部品（ぶひん） 部分（ぶぶん）
P0000157671	テレビの部品
V0000367523	愚か（な）（おろか） 馬鹿（ばか） 愚かさ（おろかさ） 愚か者（おろかもの）
P0000157672	群がる（むらがります） 集まる（あつまります）
P0000157672	その車の周りに人が群がっている ごみ箱にはえが群がっている
V0000367524	サバンナ 食後にサバンナ行ったとき
V0000367525	～ば お金があればいいね
V0000367526	翼竜（よくりゅう）
P0000157673	多忙（な）（たぼう） 忙しい（いそがしい） 
P0000157673	先生は試験の採点（さいてん）で多忙だ
V0000367527	無理するな
V0000367528	星影（ほしかげ）（書）
P0000157674	火事（かじ） 家事（かじ） 
P0000157674	火災（かさい）
V0000367529	語り手（かたりて） ナレーター
V0000367530	飛ばす（とばします） 子供は紙飛行機を飛ばした 矢を飛ばす
V0000367531	（～を）隠す（かくします） （～が）隠れる（かくれます）
V0000367532	十三日の金曜日（じゅうみっか）
V0000367533	ジュークボックス
V0000367534	床（ゆか） フロア
V0000367535	北極海（ほっきょくかい）
V0000367536	血脈（けつみゃく） 
V0000367537	兄弟（きょうだい）
V0000367538	～っぽい　（俗) ～みたい ～よう（な） 黒っぽい 子供っぽい サングラスをかけたヤクザっぽい男が街角にたっていた
V0000367539	悪趣味（な）（あくしゅみ） 彼女の着る物は悪趣味だ
V0000367540	愛犬（あいけん） 愛犬家（あいけんか）
V0000367541	行っていらっしゃい
V0000367542	興奮（こうふん） 私はその晩興奮のあまり寝られなかった
V0000367543	風来坊（ふうらいぼう） 浮浪者（ふろうしゃ）
P0000157675	人柄（ひとがら） 
P0000157675	性格（せいかく） 
P0000157675	人格（じんかく） 
P0000157675	人は交わる友によってその人柄が分かる
V0000367544	横入りする（よこいり）
V0000367545	チョコレート（の）詰め合わせ （つめあわせ） 詰め合わせ（つめあわせ） 
V0000367546	新築する（しんちく） 新築の家　 新築中の家
V0000367547	出生（しゅっしょう） お産（おさん） 出産（しゅっさん） 出生する 生まれる（うまれます） 出生率（しゅっしょうりつ） 出生地（しゅっしょうち）
V0000367548	方法（ほうほう） この方法で
V0000367549	脹脛（ふくらはぎ）
P0000157676	忠誠（ちゅうせい） 忠実（ちゅうじつ）
P0000157676	忠誠を誓う 忠誠を尽くす 犬は飼い主に忠誠です
P0000157677	環状の（かんじょう） 感情（かんじょう） 
P0000157677	勘定（かんじょう）
P0000157677	環状道路（かんじょうどうろ）
V0000367550	～んです・なのです ベジタリアンなんです
V0000367551	文字（も（ん）じ）
V0000367552	文学（ぶんがく）
V0000367553	胸焼け（むねやけ） 胸焼けがする
V0000367554	フォーク
V0000367555	燃料（ねんりょう） 石油はもはや安い燃料ではない
V0000367556	お待ちどうさま お待たせしました
V0000367557	包皮（ほうひ） 包皮を割く（さきます）/切る 割礼（かつれい） 包皮切断（ほうひせつだん）
V0000367558	飲み込む（のみこみます） 食べ物を飲み込むとのどが痛みます
V0000367559	（星座）	魚座（うおざ）
V0000367560	ぬれる（ぬれます） ぬれた ～を　ぬらす 彼女の目は涙でぬれていた
V0000367561	ぼったくり ぼったくりの値段
V0000367562	有利（ゆうり） バスケットボールでは背が高い選手は有利だ 有利な立場にある
