V0000336092	三が日
V0000336659	あ、もしもし？あ、すみません。今、お店を出たところなんです。もう少しお待ちください。	
V0000336660	あ、もしもし？あ、すみません。今、お店を出たところなんです。もう少しお待ちください。 
V0000336661	店長、急いでください。	
V0000336662	店長、急いでください。 
V0000336663	胸
V0000336664	辛い
V0000336665	夢
V0000336666	誘う
V0000336667	図書館
V0000336668	参る
V0000336669	もてる
V0000336670	入学
V0000336671	どきどきする
V0000336672	出会う
V0000336673	笑う
V0000336674	那須実さん。出会ったばかりで、まだ あなたのことを よく 知らないけど、超タイプです。	
V0000336675	那須実さん。出会ったばかりで、まだ あなたのことを よく 知らないけど、超タイプです。 
V0000336676	マジで？	
V0000336677	マジで？ 
V0000336678	実君を 見るたび、胸が どきどきするの。大好き。私と 付き合って。	
V0000336679	実君を 見るたび、胸が どきどきするの。大好き。私と 付き合って。 
V0000336680	ええ？	
V0000336681	ええ？ 
V0000336682	高校に 入学して以来、ずっと 那須君のことが 好きでした。私と 結婚してください。	
V0000336683	高校に 入学して以来、ずっと 那須君のことが 好きでした。私と 結婚してください。 
V0000336684	うそ？	
V0000336685	うそ？ 
V0000336686	実のことが 大好き。	
V0000336687	実のことが 大好き。 
V0000336688	あなたのことを 愛しています	
V0000336689	あなたのことを 愛しています 
V0000336690	ムニャムニャ・・・・。もてる男は つらいなぁ。でへへへへ。参ったなぁー。	
V0000336691	ムニャムニャ・・・・。もてる男は つらいなぁ。でへへへへ。参ったなぁー。 
V0000336692	ねぇ、「図書館で みんなで 一緒に 勉強しよう」って誘った人は 誰だった？	
V0000336693	ねぇ、「図書館で みんなで 一緒に 勉強しよう」って誘った人は 誰だった？ 
V0000336694	実だね。でも・・・来たとたん 寝ちゃったね。	
V0000336695	実だね。でも・・・来たとたん 寝ちゃったね。 
V0000336696	いい夢 見ているんでしょう。笑いながら 寝てる。	
V0000336697	いい夢 見ているんでしょう。笑いながら 寝てる。 
V0000336698	完成
V0000336699	休憩
V0000336700	意味
V0000336701	世界
V0000336702	平和
V0000336703	普通
V0000336704	眠る
V0000336705	彫る
V0000336706	裏
V0000336707	すずめ
V0000336708	猫
V0000336709	集合
V0000336710	ここは日光東照宮です。	
V0000336711	ここは日光東照宮です。 
V0000336712	これは1636年に徳川家光によって完成されました。	
V0000336713	これは1636年に徳川家光によって完成されました。 
V0000336714	では、歩きましょう。	
V0000336715	では、歩きましょう。 
V0000336716	これは眠り猫です。	
V0000336717	これは眠り猫です。 
V0000336718	「左甚五郎によって作られた」と言われています。	
V0000336719	「左甚五郎によって作られた」と言われています。 
V0000336720	見てください。ネコの裏には、スズメが彫られています。	
V0000336721	見てください。ネコの裏には、スズメが彫られています。 
V0000336722	普通、スズメはネコに食べられてしまいますよね。	
V0000336723	普通、スズメはネコに食べられてしまいますよね。 
V0000336724	でもすぐそこにスズメがいるのに、ネコはスズメを食べないで眠っていますね。	
V0000336725	でもすぐそこにスズメがいるのに、ネコはスズメを食べないで眠っていますね。 
V0000336726	これは「平和な世界が徳川幕府によって作られた」という意味だと言われています。	
V0000336727	これは「平和な世界が徳川幕府によって作られた」という意味だと言われています。 
V0000336728	では、今から一時間、お昼休憩をとりましょう。	
V0000336729	では、今から一時間、お昼休憩をとりましょう。 
V0000336730	集合時間は1時半。集合場所はバス。いいですか？	
V0000336731	集合時間は1時半。集合場所はバス。いいですか？ 
V0000336732	特に、那須君、野沢さん、遅刻をしないでください。	
V0000336733	特に、那須君、野沢さん、遅刻をしないでください。 
V0000336734	はーい。	
V0000336735	はーい。 
V0000336736	正夢
V0000336737	全く
V0000336738	遠足
V0000336739	口
V0000336740	蹴る
V0000336741	ビンテージ
V0000336742	ジーンズ
V0000336743	お気に入り
V0000336744	かむ
V0000336745	ほえる
V0000336746	幸せ
V0000336747	洗う
V0000336748	この前、たくさんの女の子たちに好かれる夢を見たんだ。正夢かな。	
V0000336749	この前、たくさんの女の子たちに好かれる夢を見たんだ。正夢かな。 
V0000336750	実は幸せだな・・・。僕、今週、本当についてなかったよ。	
V0000336751	実は幸せだな・・・。僕、今週、本当についてなかったよ。 
V0000336752	そう？	
V0000336753	そう？ 
V0000336754	月曜、犬にほえられて、転んで足を打ったし・・・。	
V0000336755	月曜、犬にほえられて、転んで足を打ったし・・・。 
V0000336756	犬にほえられたから転んだのか？でも、かまれなくてよかったじゃん。	
V0000336757	犬にほえられたから転んだのか？でも、かまれなくてよかったじゃん。 
V0000336758	まあね。で、火曜に、お気に入りのジーンズを 親に 洗われたんだ。	
V0000336759	まあね。で、火曜に、お気に入りのジーンズを 親に 洗われたんだ。 
V0000336760	え？ジーンズ 洗わないの？	
V0000336761	え？ジーンズ 洗わないの？ 
V0000336762	洗わないよ。あれ、ビンテージジーンズで 高かったんだよ。	
V0000336763	洗わないよ。あれ、ビンテージジーンズで 高かったんだよ。 
V0000336764	・・・っていうか、親が 洗濯してくれるんだ。	
V0000336765	・・・っていうか、親が 洗濯してくれるんだ。 
V0000336766	いいなぁ。うちの親、洗濯してくれないよ。	
V0000336767	いいなぁ。うちの親、洗濯してくれないよ。 
V0000336768	ふーん。それから、水曜日は道場で先輩に顔をけられて、口の中を切っちゃったし。	
V0000336769	ふーん。それから、水曜日は道場で先輩に顔をけられて、口の中を切っちゃったし。 
V0000336770	うわ・・・。	
V0000336771	うわ・・・。 
V0000336772	昨日の遠足は、雨に降られたし、全く、ついてないよ。	
V0000336773	昨日の遠足は、雨に降られたし、全く、ついてないよ。 
V0000336774	庭
V0000336775	国歌
V0000336776	今後
V0000336777	感想文
V0000336778	生徒
V0000336779	教室
V0000336780	立つ
V0000336781	私立
V0000336782	歌う
V0000336783	公立
V0000336784	那須実の母です。先生、質問があるのですが。	
V0000336785	那須実の母です。先生、質問があるのですが。 
V0000336786	あ、はい。	
V0000336787	あ、はい。 
V0000336788	(モンスターペアレントか？）	
V0000336789	"(モンスターペアレントか？） 
V0000336790	この学校では生徒に掃除させているんですか。	
V0000336791	この学校では生徒に掃除させているんですか。 
V0000336792	ええ、そうですよ。教室やトイレ、庭を掃除させます。	
V0000336793	ええ、そうですよ。教室やトイレ、庭を掃除させます。 
V0000336794	生徒達にたくさん本を読ませるそうですね。	
V0000336795	生徒達にたくさん本を読ませるそうですね。 
V0000336796	はい。その後で、感想文も書かせます。	
V0000336797	はい。その後で、感想文も書かせます。 
V0000336798	生徒に君が代を歌わせると聞きましたが、それは本当ですか。	
V0000336799	"生徒に君が代を歌わせると聞きましたが、それは本当ですか。 
V0000336800	ええ。立たせて国歌を歌わせますよ。生徒に国歌を覚えさせるためです。…	
