V0000361331	木星（もくせい） あの上の方で光っている星は木星だ
P0000156488	提出する（ていしゅつ）
P0000156488	出す（だします） 時間です
P0000156488	答案を提出しなさい
V0000361693	ルームメート
P0000156489	またがる（またがります）
P0000156489	北アルプスは 
P0000156489	県にまたがる. これは 
P0000156489	年にまたがる計画である
P0000156490	捻る（ひねります） 
P0000156490	回す（まわします）
P0000156490	水道の栓（せん）を捻っても水が出ません 口ひげをひねる 腰を左へひねる
V0000361694	おむつ おむつを外す おむつを替える[取り替える]
V0000361695	「我輩は猫である」 夏目漱石 我輩 （わがはい） 
V0000361696	電動の（でんどう） 電動タイプライター この機械は電動だ
V0000361697	賑やかなパーディー
P0000156491	乾いた (かわいた) 乾燥した（かんそう）
P0000156491	乾いたタオル
P0000156492	消去する（しょうきょ）
P0000156492	消す（けします）
P0000156492	削除（さくじょ）
P0000156492	過去の思い出を消去する
V0000361698	サービス
V0000361699	チンパンジー
V0000361700	親切（な）（しんせつ） 優しい（やさしい）
V0000361701	旅行者(りょこうしゃ) 旅人（たびびと）
V0000361702	うざい 面倒くさい（めんどうくさい） 面倒（な）（めんどう）
V0000361703	考古学（こうこがく）
V0000361704	飼う（かいます） このマンションでペットを飼えません
V0000361705	社員旅行（しゃいんりょこう）
V0000361706	尋ね（たずね） 行方不明（ゆくえふめい） 尋ね人（たずねびと） たずね犬
V0000361707	偏食（へんしょく） 偏った食事（かたよった） 偏食する
V0000361708	退職（たいしょく） たいていの人は６０歳で退職する
V0000361709	乞食（こじき） 私は乞食に持ちかね全部を与えた
P0000156493	微笑む（ほほえみます） 
P0000156493	笑む（えみます） 笑み（えみ）
P0000156493	笑顔（えがお）
P0000156493	微笑み（ほほえみ）
V0000361710	ユーモアの感覚（かんかく） 彼には素晴らしいユーモアの感覚がある
P0000156494	魅惑（みわく） 魅力（みりょく）
P0000156494	日本の魅惑
V0000361711	台湾（たいわん） 台北は台湾の首都です。
V0000361712	とうとう やっと いよいよ 遂に（ついに）
V0000361713	カルダモン
V0000361714	眠り薬（ねむりぐすり）
V0000361715	副詞（ふくし）
V0000361716	発育（はついく） 赤ん坊は正常な発育を示す
V0000361717	動かす（うごかす）
P0000156495	姪　（めい）
P0000156495	姪御さん　（めいごさん）
V0000361718	行き（ゆき） 大阪行きの新幹線
V0000361719	大好物（だいこうぶつ）
V0000361720	拝見する（はいけん） パスポートを拝見してよろしいですか
V0000361721	怠る（おこたります） 義務を怠ってはならない
V0000361722	本当ですか
V0000361723	破く（やぶきます） 破る（やぶります） 彼は手紙を二つに破いた
V0000361724	全体（ぜんたい） 全体に山が多いです
V0000361725	船便（ふなびん） 船便で出す
V0000361726	編む（あみます） セーターを編むことが出来る
V0000361727	芝居(しばい) 演劇（えんげき） 芝居に出る
V0000361728	それに
P0000156496	先程（さきほど） さっき 最近（さいきん）
P0000156496	そのことは先程聞きました
V0000361729	油絵（あぶらえ） この油絵は１７世紀のものです
V0000361730	協定（きょうてい） 協定を破る（やぶります）
V0000361731	人食いの（ひとくい） 人食い鮫（ひとくいざめ） 人食い
V0000361732	女王（じょおう）
V0000361733	底（そこ） 心の底から感謝した 鍋（なべ）の底に穴があいている
P0000156497	神父（さん）（しんぷ） 
P0000156497	新婦（しんぷ） 聖イグナシオ教会の神父
V0000361734	ダブルベッド シングルベッド キングサイズベッド
V0000361735	私立（大学）（しりつ）
V0000361736	はじめまして。
V0000361737	クリーム クリームと砂糖をすこし入れてください
V0000361738	巧い（うまい） 旨い/美味い/甘い/上手 
V0000361739	処刑する（しょけい） チャールズ１世は断頭台で処刑された
V0000361740	海豚（いるか）
V0000361741	ハワイ諸島（しょとう）
V0000361742	喉（のど） 咽喉（いんこう） のどが渇く（かわきます）
V0000361743	カルシウム 彼の食事にはカルシウムが欠けている
V0000361744	人体（じんたい） 人体解剖学　（じんたいかいぼうがく） 人体に無害である
V0000361745	情熱（じょうねつ） 作家は恋人に対する情熱を表現している
V0000361746	ストーブ
P0000156498	湿す（しめす） ぬらす 
P0000156498	示す（しめします）
P0000156498	タオルを湿らす 水に湿したタオルを額に当てる
V0000361747	月の終わりごろ
P0000156499	部品（ぶひん） 部分（ぶぶん）
P0000156499	テレビの部品
V0000361748	愚か（な）（おろか） 馬鹿（ばか） 愚かさ（おろかさ） 愚か者（おろかもの）
P0000156500	群がる（むらがります） 集まる（あつまります）
P0000156500	その車の周りに人が群がっている ごみ箱にはえが群がっている
V0000361749	サバンナ 食後にサバンナ行ったとき
V0000361750	～ば お金があればいいね
V0000361751	翼竜（よくりゅう）
P0000156501	多忙（な）（たぼう） 忙しい（いそがしい） 
P0000156501	先生は試験の採点（さいてん）で多忙だ
V0000361752	無理するな
V0000361753	星影（ほしかげ）（書）
P0000156502	火事（かじ） 家事（かじ） 
P0000156502	火災（かさい）
V0000361754	語り手（かたりて） ナレーター
V0000361755	飛ばす（とばします） 子供は紙飛行機を飛ばした 矢を飛ばす
V0000361756	（～を）隠す（かくします） （～が）隠れる（かくれます）
V0000361757	十三日の金曜日（じゅうみっか）
V0000361758	ジュークボックス
V0000361759	床（ゆか） フロア
V0000361760	北極海（ほっきょくかい）
V0000361761	血脈（けつみゃく） 
V0000361762	兄弟（きょうだい）
V0000361763	～っぽい　（俗) ～みたい ～よう（な） 黒っぽい 子供っぽい サングラスをかけたヤクザっぽい男が街角にたっていた
V0000361764	悪趣味（な）（あくしゅみ） 彼女の着る物は悪趣味だ
V0000361765	愛犬（あいけん） 愛犬家（あいけんか）
V0000361766	行っていらっしゃい
V0000361767	興奮（こうふん） 私はその晩興奮のあまり寝られなかった
V0000361768	風来坊（ふうらいぼう） 浮浪者（ふろうしゃ）
P0000156503	人柄（ひとがら） 
P0000156503	性格（せいかく） 
P0000156503	人格（じんかく） 
P0000156503	人は交わる友によってその人柄が分かる
V0000361769	横入りする（よこいり）
V0000361770	チョコレート（の）詰め合わせ （つめあわせ） 詰め合わせ（つめあわせ） 
V0000361771	新築する（しんちく） 新築の家　 新築中の家
V0000361772	出生（しゅっしょう） お産（おさん） 出産（しゅっさん） 出生する 生まれる（うまれます） 出生率（しゅっしょうりつ） 出生地（しゅっしょうち）
V0000361773	方法（ほうほう） この方法で
V0000361774	脹脛（ふくらはぎ）
P0000156504	忠誠（ちゅうせい） 忠実（ちゅうじつ）
P0000156504	忠誠を誓う 忠誠を尽くす 犬は飼い主に忠誠です
P0000156505	環状の（かんじょう） 感情（かんじょう） 
P0000156505	勘定（かんじょう）
P0000156505	環状道路（かんじょうどうろ）
V0000361775	～んです・なのです ベジタリアンなんです
V0000361776	文字（も（ん）じ）
V0000361777	文学（ぶんがく）
V0000361778	胸焼け（むねやけ） 胸焼けがする
V0000361779	フォーク
V0000361780	燃料（ねんりょう） 石油はもはや安い燃料ではない
V0000361781	お待ちどうさま お待たせしました
V0000361782	包皮（ほうひ） 包皮を割く（さきます）/切る 割礼（かつれい） 包皮切断（ほうひせつだん）
V0000361783	飲み込む（のみこみます） 食べ物を飲み込むとのどが痛みます
V0000361784	（星座）	魚座（うおざ）
V0000361785	ぬれる（ぬれます） ぬれた ～を　ぬらす 彼女の目は涙でぬれていた
V0000361786	ぼったくり ぼったくりの値段
V0000361787	有利（ゆうり） バスケットボールでは背が高い選手は有利だ 有利な立場にある
