V0000437084	さんがにち
V0000443890	おいしそう。いただきます。
V0000443891	おいしそう。いただきます。
V0000443892	あれ？いたた。
V0000443893	あれ？いたた。
V0000443894	しらゆきさん、しらゆきひめさん、どうぞおはいりください。
V0000443895	しらゆきさん、しらゆきひめさん、どうぞおはいりください。
V0000443896	どうしましたか。
V0000443897	どうしましたか。
V0000443898	おひるをたべてからおなかのちょうしがわるいんです。
V0000443899	おひるをたべてからおなかのちょうしがわるいんです。
V0000443900	げりとふくつうですか。ほかにしょうじょうはありますか。
V0000443901	げりとふくつうですか。ほかにしょうじょうはありますか。
V0000443902	たとえば、はきけがするとか。ねつがあるとか。
V0000443903	たとえば、はきけがするとか。ねつがあるとか。
V0000443904	ねつはわかりません。ここにくるまでになんかいもはいてしまいました。
V0000443905	ねつはわかりません。ここにくるまでになんかいもはいてしまいました。
V0000443906	いがまだむかむかします。さむけもしますし、めまいもします。
V0000443907	いがまだむかむかします。さむけもしますし、めまいもします。
V0000443908	てんけいてきなしょくちゅうどくのようですが、ちょっとしらべてみましょう。
V0000443909	てんけいてきなしょくちゅうどくのようですが、ちょっとしらべてみましょう。
V0000443910	やっぱりしょくあたりですか？なんだか、めがちかちかしてきたんですが...。
V0000443911	やっぱりしょくあたりですか？なんだか、めがちかちかしてきたんですが...。
V0000443912	どくせいのあるものをたべたとおもうんです。なにをたべましたか。
V0000443913	どくせいのあるものをたべたとおもうんです。なにをたべましたか。
V0000443914	このリンゴをひとくちだけたべたんです。
V0000443915	このリンゴをひとくちだけたべたんです。
V0000443916	これは、どこでてにいれたんですか。
V0000443917	これは、どこでてにいれたんですか。
V0000443918	うらないしふうのおばあさんにもらいました。
V0000443919	うらないしふうのおばあさんにもらいました。
V0000443920	せんもんてきなことは、しらべてみないとわかりませんが、リンけいのどくをたべてしまったのかもしれません。
V0000443921	せんもんてきなことは、しらべてみないとわかりませんが、リンけいのどくをたべてしまったのかもしれません。
V0000443922	とうあん
V0000443923	すな
V0000443924	かんどう
V0000443925	かつやく
V0000443926	だらけ
V0000443927	きまつてすと
V0000443928	あせ
V0000443929	こうしえん
V0000443930	どろ
V0000443931	ばつ
V0000443932	はぁ...。
V0000443933	はぁ...。
V0000443934	どうしたんですか？はらせんせい？
V0000443935	どうしたんですか？はらせんせい？
V0000443936	みてくださいよ。ばんどうくんのきまつテストのとうあん。
V0000443937	みてくださいよ。ばんどうくんのきまつテストのとうあん。
V0000443938	まちがいだらけなんですよ。べんきょうしたのかしら。
V0000443939	まちがいだらけなんですよ。べんきょうしたのかしら。
V0000443940	はは。こりゃひどいな。
V0000443941	はは。こりゃひどいな。
V0000443942	でも、うちのながしまのとうあんもひどいですよ。
V0000443943	でも、うちのながしまのとうあんもひどいですよ。
V0000443944	あら。バツだらけ。どんぐりのせいくらべね。
V0000443945	あら。バツだらけ。どんぐりのせいくらべね。
V0000443946	まあ、かれらはやきゅうぶだからしかたないですよ。
V0000443947	まあ、かれらはやきゅうぶだからしかたないですよ。
V0000443948	あさからばんまですなまみれ、あせまみれでやきゅうをれんしゅうしているんですから。
V0000443949	あさからばんまですなまみれ、あせまみれでやきゅうをれんしゅうしているんですから。
V0000443950	こうしえんがおわるまでは、べんきょうどころじゃないでしょうね。
V0000443951	こうしえんがおわるまでは、べんきょうどころじゃないでしょうね。
V0000443952	おおめにみましょうよ。
V0000443953	おおめにみましょうよ。
V0000443954	そうですね。
V0000443955	そうですね。
V0000443956	これでこうしえんにでてかつやくしてプロにはいれればいいことずくめですからね。
V0000443957	これでこうしえんにでてかつやくしてプロにはいれればいいことずくめですからね。
V0000443958	かれらはそんなりゆうでやきゅうをしているんじゃありませんよ。
V0000443959	かれらはそんなりゆうでやきゅうをしているんじゃありませんよ。
V0000443960	プロになれてもめがでるのはいちぶですし、プロせんしゅたちはてんさいだらけです。
V0000443961	プロになれてもめがでるのはいちぶですし、プロせんしゅたちはてんさいだらけです。
V0000443962	だいいち、ばんどうやながしまのレベルではプロになることもむりです。
V0000443963	だいいち、ばんどうやながしまのレベルではプロになることもむりです。
V0000443964	そうですか。
V0000443965	そうですか。
V0000443966	でも、さきのことをかんがえずにどろだらけになっていっしょうけんめいがんばっているかれらをみると、ぼくは、かんどうするんです。
V0000443967	でも、さきのことをかんがえずにどろだらけになっていっしょうけんめいがんばっているかれらをみると、ぼくは、かんどうするんです。
V0000443968	はぁ...。
V0000443969	はぁ...。
V0000443970	こうかてき
V0000443971	ひょうろんか
V0000443972	げんそうてき
V0000443973	かんきょうおせん
V0000443974	やけい
V0000443975	きんみらい
V0000443976	ふうけい
V0000443977	とし
V0000443978	きょうちょう
V0000443979	じんこうてき
V0000443980	みなさんは「こうじょうやけい」がブームになっていることをごぞんじですか？
V0000443981	みなさんは「こうじょうやけい」がブームになっていることをごぞんじですか？
V0000443982	こんかいは、やけいひょうろんかのみやざわけんさんにこうじょうをあんないしてもらいます。
V0000443983	こんかいは、やけいひょうろんかのみやざわけんさんにこうじょうをあんないしてもらいます。
V0000443984	よろしくおねがいします。
V0000443985	よろしくおねがいします。
V0000443986	さて、こうじょうやけいですが、どのようなてんがにんきなのでしょうか。
V0000443987	さて、こうじょうやけいですが、どのようなてんがにんきなのでしょうか。
V0000443988	ひゃくぶんはいっけんにしかず。こちらへどうぞ。
V0000443989	ひゃくぶんはいっけんにしかず。こちらへどうぞ。
V0000443990	うわ。きれい…。とてもじんこうてきで、げんそうてきなふうけいですね。
V0000443991	うわ。きれい…。とてもじんこうてきで、げんそうてきなふうけいですね。
V0000443992	そうでしょ。
V0000443993	そうでしょ。
V0000443994	きんみらいのとしにいるみたいです。
V0000443995	きんみらいのとしにいるみたいです。
V0000443996	にんきのりゆうはいろいろあるでしょうが、こうじょうやけいはＳＦのようなふうけいをみることができるというてんでにんきがあるのだとおもいます。
V0000443997	にんきのりゆうはいろいろあるでしょうが、こうじょうやけいはＳＦのようなふうけいをみることができるというてんでにんきがあるのだとおもいます。
V0000443998	なるほど。
V0000443999	なるほど。
V0000444000	こうじょうってマイナスめんばかりがきょうちょうされてきましたよね。かんきょうおせんとか。
V0000444001	こうじょうってマイナスめんばかりがきょうちょうされてきましたよね。かんきょうおせんとか。
V0000444002	はい。
V0000444003	はい。
V0000444004	いまのこうじょうはかんきょうめんをかんがえているからあんぜんですし、こうじょうはわれわれのせいかつにひつようなものです。
V0000444005	いまのこうじょうはかんきょうめんをかんがえているからあんぜんですし、こうじょうはわれわれのせいかつにひつようなものです。
V0000444006	こうじょうぜんたいのイメージをよくするというてんでも、こうじょうやけいけんがくはこうかてきなんですよ。
V0000444007	こうじょうぜんたいのイメージをよくするというてんでも、こうじょうやけいけんがくはこうかてきなんですよ。
V0000444008	なるほど。わたしもだれかすてきなひととこのやけいをみにきたいとおもいます。
V0000444009	なるほど。わたしもだれかすてきなひととこのやけいをみにきたいとおもいます。
V0000444010	すみませんねぇ。きょうはわたしといっしょで…。
V0000444011	すみませんねぇ。きょうはわたしといっしょで…。
V0000444012	あ、そういういみじゃないです。
V0000444013	あ、そういういみじゃないです。
V0000444014	-しゅうねん
V0000444015	しゅしょう
V0000444016	じにん
V0000444017	しつげん
V0000444018	うわき
V0000444019	なまけもの
V0000444020	よびだす
V0000444021	きんきゅう
V0000444022	せんきょ
V0000444023	ぜいきん
V0000444024	しじりつ
V0000444025	そうり
V0000444026	おつかれ。
V0000444027	おつかれ。
V0000444028	たいへんでしたね。きゅう に よびだされて。
V0000444029	たいへんでしたね。きゅう に よびだされて。
V0000444030	ほんとうだよ。けっこん１０しゅうねんだからレストランよやくしてしたづつみをうってたのに、いきなりかいしゃからよびだしだよ。
V0000444031	ほんとうだよ。けっこん１０しゅうねんだからレストランよやくしてしたづつみをうってたのに、いきなりかいしゃからよびだしだよ。
V0000444032	おくさん、だいじょうぶでした？
V0000444033	おくさん、だいじょうぶでした？
V0000444034	したうちされたよ。で、なに？そうりじにん？
V0000444035	したうちされたよ。で、なに？そうりじにん？
V0000444036	こんなじかんにきんきゅうきしゃかいけんをするんだから、たぶんそうだとおもいますよ。
V0000444037	こんなじかんにきんきゅうきしゃかいけんをするんだから、たぶんそうだとおもいますよ。
V0000444038	ぜんかいのせんきょで、「ぜいきんはあげない」っていったのに、そのしたのねのかわかぬうちにしょうひぜいを10パーセントにするなんていうから、しじりつがさがったんだ。
V0000444039	ぜんかいのせんきょで、「ぜいきんはあげない」っていったのに、そのしたのねのかわかぬうちにしょうひぜいを10パーセントにするなんていうから、しじりつがさがったんだ。
V0000444040	それから、あのひと、ほんとうにはなすのへたですよね。
V0000444041	それから、あのひと、ほんとうにはなすのへたですよね。
V0000444042	したたらずなはなしかただし、しつげんもおおいし。
V0000444043	したたらずなはなしかただし、しつげんもおおいし。
V0000444044	「うわきはぶんかだ」でしたっけ？
V0000444045	「うわきはぶんかだ」でしたっけ？
V0000444046	そうそう。「ほっかいどうのひとはなまけもので、メロンもそだてられない」ともいったよな。
V0000444047	そうそう。「ほっかいどうのひとはなまけもので、メロンもそだてられない」ともいったよな。
V0000444048	あれは、まずかったな。
V0000444049	あれは、まずかったな。
V0000444050	いうこともころころかえるから、「にまいじた」なんてがいこくメディアにわるぐちかかれちゃいましたしね。
V0000444051	いうこともころころかえるから、「にまいじた」なんてがいこくメディアにわるぐちかかれちゃいましたしね。
V0000444052	ま、したさきさんずんなのはにっぽんのしゅしょうだけじゃないけどな。
V0000444053	ま、したさきさんずんなのはにっぽんのしゅしょうだけじゃないけどな。
V0000444054	たしかに。
V0000444055	たしかに。
V0000444056	あ、きた！
V0000444057	あ、きた！
V0000444058	だいいちいんしょう
V0000444059	しんがく
V0000444060	しゅほう
V0000444061	かんしん
V0000444062	てみやげ
V0000444063	けんきゅうしつ
V0000444064	しゅうしかてい
V0000444065	ふかめる
V0000444066	けんきゅう
V0000444067	えんかくきょういく
V0000444068	てんかだいがく
V0000444069	てんかだいがく
V0000444070	つちやひろしせんせい
V0000444071	つちやひろしせんせい
P0000208147	とつぜんのメールにてしつれいいたします。わたしは、げんざい、はねだだいがくで
P0000208147	ラーニングについてけんきゅうしておりますが、さらにけんきゅうをふかめるべく、きだいがくのしゅうしかていへのしんがくをきぼうしております。
P0000208148	とつぜんのメールにてしつれいいたします。わたしは、げんざい、はねだだいがくで
P0000208148	ラーニングについてけんきゅうしておりますが、さらにけんきゅうをふかめるべく、きだいがくのしゅうしかていへのしんがくをきぼうしております。
V0000444072	つちやせんせいのけんきゅうテーマである「こうかてきなえんかくきょういくのしゅほう」にかんしんをもっており、せんせいのごつごうのよろしいときに、おあいしてけんきゅうしつやだいがくいんでのけんきゅうせいかつについておはなしをうかがいたいとおもっております。
V0000444073	つちやせんせいのけんきゅうテーマである「こうかてきなえんかくきょういくのしゅほう」にかんしんをもっており、せんせいのごつごうのよろしいときに、おあいしてけんきゅうしつやだいがくいんでのけんきゅうせいかつについておはなしをうかがいたいとおもっております。
V0000444074	ごたぼうのところきょうしゅくではございますが、おじかんをいただくことがかのうかどうかごへんしんをいただければさいわいにぞんじます。
V0000444075	ごたぼうのところきょうしゅくではございますが、おじかんをいただくことがかのうかどうかごへんしんをいただければさいわいにぞんじます。
V0000444076	さとうまなぶ
V0000444077	さとうまなぶ
V0000444078	よし、かきおえた。でもねんにはねんをいれて、そうしんするまえにまちがいがないかだれかにチェックしてもらうべきだな。
V0000444079	よし、かきおえた。でもねんにはねんをいれて、そうしんするまえにまちがいがないかだれかにチェックしてもらうべきだな。
V0000444080	せんぱいにけんきゅうしつをみにいくべきだっていわれたけど、わからないことだらけだよ。
V0000444081	せんぱいにけんきゅうしつをみにいくべきだっていわれたけど、わからないことだらけだよ。
V0000444082	だいいちいんしょうはだいじだっていうから、けんきゅうしつへはスーツでいくべきかなぁ？
V0000444083	だいいちいんしょうはだいじだっていうから、けんきゅうしつへはスーツでいくべきかなぁ？
V0000444084	あと、てみやげはもっていくべきなのか？
V0000444085	あと、てみやげはもっていくべきなのか？
V0000444086	じゅけん
V0000444087	にゅうし
V0000444088	かんして
V0000444089	がんしょ
V0000444090	めいもん
V0000444091	たいさく
V0000444092	ほうもん
V0000444093	かんじん
V0000444094	いんせい
V0000444095	しょるい
V0000444096	よう。けんきゅうしつほうもんどうだった。
V0000444097	よう。けんきゅうしつほうもんどうだった。
V0000444098	せんぱいのアドバイスとおり、スーツでいって てみやげをもっていきました。
V0000444099	せんぱいのアドバイスとおり、スーツでいって てみやげをもっていきました。
V0000444100	かんじんなけんきゅうないようやにゅうしについてもきいてきたんだろう。
V0000444101	かんじんなけんきゅうないようやにゅうしについてもきいてきたんだろう。
V0000444102	はい。じぶんがやりたいＥラーニングのシステムのけんきゅうができそうです。
V0000444103	はい。じぶんがやりたいＥラーニングのシステムのけんきゅうができそうです。
V0000444104	にゅうしにかんしては、てんかだいいがいのだいがくからでもごうかくしにくいということはない…っていってました。
V0000444105	にゅうしにかんしては、てんかだいいがいのだいがくからでもごうかくしにくいということはない…っていってました。
V0000444106	へー。
V0000444107	へー。
V0000444108	けんきゅうしつのいんせいをなんにんかしょうかいしてくれて、いんせいからもいろいろきくことができました。
V0000444109	けんきゅうしつのいんせいをなんにんかしょうかいしてくれて、いんせいからもいろいろきくことができました。
V0000444110	そりゃよかった。
V0000444111	そりゃよかった。
V0000444112	せんせいにはちょくせつききづらいことでも、いんせいにはききやすいしな。
V0000444113	せんせいにはちょくせつききづらいことでも、いんせいにはききやすいしな。
V0000444114	はい。いんせいにてんかだいのだいがくいんにごうかくするのはかなりむずかしいから、てんかだいいがいのだいがくいんもじゅけんしておいたほうがいいっていわれました。
V0000444115	はい。いんせいにてんかだいのだいがくいんにごうかくするのはかなりむずかしいから、てんかだいいがいのだいがくいんもじゅけんしておいたほうがいいっていわれました。
V0000444116	ゆうしゅうながくせいばかりでえらびがたい…ってまいとしきょうじゅもなやむそうです。
V0000444117	ゆうしゅうながくせいばかりでえらびがたい…ってまいとしきょうじゅもなやむそうです。
V0000444118	そっか。
V0000444119	そっか。
V0000444120	なので、ていこくだいがくのだいがくいんにもがんしょをだそうとおもいます。
V0000444121	なので、ていこくだいがくのだいがくいんにもがんしょをだそうとおもいます。
V0000444122	てんかだいとていこくだいはこうおつつけがたいめいもんだな。
V0000444123	てんかだいとていこくだいはこうおつつけがたいめいもんだな。
V0000444124	しょるいのじゅんびとにゅうしたいさくもがんばれよ。
V0000444125	しょるいのじゅんびとにゅうしたいさくもがんばれよ。
V0000444126	あ、なにかそうだんあったら、れんらくしてこいよ。
V0000444127	あ、なにかそうだんあったら、れんらくしてこいよ。
V0000444128	ありがとうございます。
V0000444129	ありがとうございます。
V0000444130	よう。研究室訪問どうだった。
V0000444131	よう。研究室訪問どうだった。
V0000444132	しゅつだい
V0000444133	じじょう
V0000444134	ふび
V0000444135	リストアップ
V0000444136	そくたつ
V0000444137	ひっきしけん
V0000444138	せいせきしょうめいしょ
V0000444139	けんきゅうけいかくしょ
V0000444140	しぼう
V0000444141	かきとめ
V0000444142	けんきゅうけいかくしょ、しぼうりゆうしょ、せいせきしょうめいしょ…。でも、ふびがありえるかも。
V0000444143	けんきゅうけいかくしょ、しぼうりゆうしょ、せいせきしょうめいしょ…。でも、ふびがありえるかも。
V0000444144	ねんのため、もういちど、チェック…よし！
V0000444145	ねんのため、もういちど、チェック…よし！
V0000444146	つぎのかたどうぞ。
V0000444147	つぎのかたどうぞ。
V0000444148	これをかきとめでおくってください。あ…そくたつでおねがいします。
V0000444149	これをかきとめでおくってください。あ…そくたつでおねがいします。
V0000444150	あしたにはとどきますよね。
V0000444151	あしたにはとどきますよね。
V0000444152	ええ、あしたのごぜんちゅうにはとどくよていですが、こうつうなどのじじょうでおくれることもありえます。だいじょうぶですか。
V0000444153	ええ、あしたのごぜんちゅうにはとどくよていですが、こうつうなどのじじょうでおくれることもありえます。だいじょうぶですか。
V0000444154	はい。
V0000444155	はい。
V0000444156	ろっぴゃくろくじゅうえんです。
V0000444157	ろっぴゃくろくじゅうえんです。
V0000444158	けんじせんぱい、いま、じかん、だいじょうぶですか？
V0000444159	けんじせんぱい、いま、じかん、だいじょうぶですか？
V0000444160	おう。どうした？
V0000444161	おう。どうした？
V0000444162	せんぱいにみてもらったけんきゅうけいかくしょをおくったんですけど…。
V0000444163	せんぱいにみてもらったけんきゅうけいかくしょをおくったんですけど…。
V0000444164	あとはしけんとめんせつだな。
V0000444165	あとはしけんとめんせつだな。
V0000444166	はい…じつは、めんせつがぼくにがてで…。
V0000444167	はい…じつは、めんせつがぼくにがてで…。
V0000444168	じゃ、きかれそうなことをすべてリストアップすることだな。
V0000444169	じゃ、きかれそうなことをすべてリストアップすることだな。
V0000444170	リストアップ…。
V0000444171	リストアップ…。
V0000444172	ああ。めんせつではきんちょうして、あたまがまっしろになる…ってこともおこりうる。
V0000444173	ああ。めんせつではきんちょうして、あたまがまっしろになる…ってこともおこりうる。
V0000444174	こたえをいうれんしゅうもしておいたほうがいいぞ。
V0000444175	こたえをいうれんしゅうもしておいたほうがいいぞ。
V0000444176	なるほど。
V0000444177	なるほど。
V0000444178	ひっきしけんはだいじょうぶ？
V0000444179	ひっきしけんはだいじょうぶ？
V0000444180	しゅつだいされそうなものはいちおうぜんぶべんきょうしました。
V0000444181	しゅつだいされそうなものはいちおうぜんぶべんきょうしました。
V0000444182	さくせい
V0000444183	れんけい
V0000444184	システムこうちく
V0000444185	じゅうじつ
V0000444186	ぐたいてき
V0000444187	ていじ
V0000444188	こうりつてき
V0000444189	かつよう
V0000444190	かんけつ
V0000444191	りろん
V0000444192	はあく
V0000444193	しつれいいたします。はねだだいがくよりきましたさとうまなぶです。
V0000444194	しつれいいたします。はねだだいがくよりきましたさとうまなぶです。
V0000444195	よろしくおねがいします。
V0000444196	よろしくおねがいします。
V0000444197	まず、ほんだいがくいんをしぼうするりゆうとけんきゅうテーマについてかんけつにのべてください。
V0000444198	まず、ほんだいがくいんをしぼうするりゆうとけんきゅうテーマについてかんけつにのべてください。
V0000444199	わたしのけんきゅうテーマは、Ｅラーニングをかつようしたがいこくごがくしゅうにかんするものです。
V0000444200	わたしのけんきゅうテーマは、Ｅラーニングをかつようしたがいこくごがくしゅうにかんするものです。
V0000444201	こうりつてきにがいこくごをマスターできるがくしゅうシステムをつくりたいとかんがえています。
V0000444202	こうりつてきにがいこくごをマスターできるがくしゅうシステムをつくりたいとかんがえています。
V0000444203	だいがくいんでは、システムこうちくのりろんをきそからべんきょうし、じっさいにシステムをつくるぎじゅつをみにつけたいため、きょういくのじゅうじつしたてんかだいがくいんをしぼうしています。
V0000444204	だいがくいんでは、システムこうちくのりろんをきそからべんきょうし、じっさいにシステムをつくるぎじゅつをみにつけたいため、きょういくのじゅうじつしたてんかだいがくいんをしぼうしています。
V0000444205	どんながくしゅうシステムをぐたいてきにイメージしていますか？
V0000444206	どんながくしゅうシステムをぐたいてきにイメージしていますか？
V0000444207	がくしゅうしゃのじゃくてんをはあくしながら、がくしゅうコンテンツをていじするかたちです。
V0000444208	がくしゅうしゃのじゃくてんをはあくしながら、がくしゅうコンテンツをていじするかたちです。
V0000444209	ようするに、フィードバックきのうがついたがくしゅうシステムということ？
V0000444210	ようするに、フィードバックきのうがついたがくしゅうシステムということ？
V0000444211	はい、そうです。いいかえれば、テストとれんけいしたがくしゅうシステムです。
V0000444212	はい、そうです。いいかえれば、テストとれんけいしたがくしゅうシステムです。
V0000444213	そぎょうけんきゅうについておしえてください。
V0000444214	そぎょうけんきゅうについておしえてください。
V0000444215	はい。がくしゅうしゃがたんごをこうりつてきにきおくできるようながくしゅうシステムをさくせいしました。
V0000444216	はい。がくしゅうしゃがたんごをこうりつてきにきおくできるようながくしゅうシステムをさくせいしました。
V0000444217	ということは、きほんてきなプログラミングのちしきはあるんですね。
V0000444218	ということは、きほんてきなプログラミングのちしきはあるんですね。
V0000444219	はい。
V0000444220	はい。
V0000444221	じゅけんばんごう
V0000444222	ふんいき
V0000444223	さいちゅう
V0000444224	ろうにん
V0000444225	いちらん
V0000444226	なんとなく
V0000444227	きょうそうりつ
V0000444228	にらめっこ
V0000444229	きょうじゅ
V0000444230	ななころびやおき
V0000444231	よう！パソコンとにらめっこか？
V0000444232	よう！パソコンとにらめっこか？
V0000444233	あ、せんぱい。いまてんかだいがくのごうかくしゃリストがじゅういちじからだいがくのホームページではっぴょうされるよていなんです。
V0000444234	あ、せんぱい。いまてんかだいがくのごうかくしゃリストがじゅういちじからだいがくのホームページではっぴょうされるよていなんです。
V0000444235	あといっぷんでじゅういちじ…。くびをながくしてまっているところか。ていこくだいもじゅけんしたんだろ？どうだったんだ？
V0000444236	あといっぷんでじゅういちじ…。くびをながくしてまっているところか。ていこくだいもじゅけんしたんだろ？どうだったんだ？
V0000444237	ふごうかくでした。ほかにもふたつだいがくいんをじゅけんしたんですが、それもダメでした。
V0000444238	ふごうかくでした。ほかにもふたつだいがくいんをじゅけんしたんですが、それもダメでした。
V0000444239	ことしはどこのだいがくいんもきょうそうりつがたかかったらしいからな。
V0000444240	ことしはどこのだいがくいんもきょうそうりつがたかかったらしいからな。
V0000444241	めんせつのふんいきでなんとなくごうかくできないのはわかっていたんですよね。きょうじゅたちはぼくのはなしのさいちゅうになんどもくびをひねってたんです。
V0000444242	めんせつのふんいきでなんとなくごうかくできないのはわかっていたんですよね。きょうじゅたちはぼくのはなしのさいちゅうになんどもくびをひねってたんです。
V0000444243	そうか…。
V0000444244	そうか…。
V0000444245	これで、てんかだいもおちたらどうしよう。ろうにんすることはおやがくびをたてにふらないだろうし…。
V0000444246	これで、てんかだいもおちたらどうしよう。ろうにんすることはおやがくびをたてにふらないだろうし…。
V0000444247	ななころびやおきっていうじゃないか、くよくよすんな。あ、もうじゅういちじだぞ。あ、でてるでてる。ごうかくしゃいちらん。
V0000444248	ななころびやおきっていうじゃないか、くよくよすんな。あ、もうじゅういちじだぞ。あ、でてるでてる。ごうかくしゃいちらん。
V0000444249	え？おれのじゅけんばんごうは…あった！ありました、せんぱい。
V0000444250	え？おれのじゅけんばんごうは…あった！ありました、せんぱい。
V0000444251	おめでとう。
V0000444252	おめでとう。
V0000444253	くびのかわいちまいでつながりました。
V0000444254	くびのかわいちまいでつながりました。
V0000444255	おれもくびをつっこんだかいがあったよ。
V0000444256	おれもくびをつっこんだかいがあったよ。
V0000444257	ねんしゅう
V0000444258	りっこうほ
V0000444259	だいじん
V0000444260	ひはん
V0000444261	ほうどう
V0000444262	とうひょう
V0000444263	せんきょ
V0000444264	ちじ
V0000444265	せいさく
V0000444266	しせいかつ
V0000444267	じゅうがつようかはちじせんきょのとうひょうびです。
V0000444268	じゅうがつようかはちじせんきょのとうひょうびです。
V0000444269	とうひょうじかんはあさしちじからよるはちじまでです。かならずとうひょうにいきましょう。
V0000444270	とうひょうじかんはあさしちじからよるはちじまでです。かならずとうひょうにいきましょう。
V0000444271	じゅうがつようかはちじせんきょのとうひょうびです。とうひょうじかんは…。
V0000444272	じゅうがつようかはちじせんきょのとうひょうびです。とうひょうじかんは…。
V0000444273	らいしゅうのにちようびはせんきょか。
V0000444274	らいしゅうのにちようびはせんきょか。
V0000444275	りっこうほしてるのはよにんだったっけ。
V0000444276	りっこうほしてるのはよにんだったっけ。
V0000444277	じみんとうのあべやまさんとみんしゅとうのすがやさん、きょうさんとうのちいさん。
V0000444278	じみんとうのあべやまさんとみんしゅとうのすがやさん、きょうさんとうのちいさん。
V0000444279	せいさくめんではあべやまさんがいいとおもうけど…おやのななひかりでぎいんになったおぼっちゃんだからな。
V0000444280	せいさくめんではあべやまさんがいいとおもうけど…おやのななひかりでぎいんになったおぼっちゃんだからな。
V0000444281	まえにだいじんをしていたときに「もうつかれた」っていってやめたんでしょ？
V0000444282	まえにだいじんをしていたときに「もうつかれた」っていってやめたんでしょ？
V0000444283	こどもじゃあるまいし…。こくみんをバカにしているよね。
V0000444284	こどもじゃあるまいし…。こくみんをバカにしているよね。
V0000444285	でも、なんでもかんでもマスコミにひはんされればいやになろうってもんだよ。
V0000444286	でも、なんでもかんでもマスコミにひはんされればいやになろうってもんだよ。
V0000444287	たしかに、どうでもいいしせいかつとかおくさんのこととかおもしろおかしくほうどうするのはもんだいだとおもうけど…。
V0000444288	たしかに、どうでもいいしせいかつとかおくさんのこととかおもしろおかしくほうどうするのはもんだいだとおもうけど…。
V0000444289	でもあべやまさん「サラリーマンのへいきんねんしゅうがどれくらいかしってるんですか？」というきしゃのしつもんに、「さあ、いっせんまんくらいですか？」ってこたえたんだって。
V0000444290	でもあべやまさん「サラリーマンのへいきんねんしゅうがどれくらいかしってるんですか？」というきしゃのしつもんに、「さあ、いっせんまんくらいですか？」ってこたえたんだって。
V0000444291	いっせんまん？ はぁ…。かねもちのぼんぼんにはおれらのきもちはわかるまい。
V0000444292	いっせんまん？ はぁ…。かねもちのぼんぼんにはおれらのきもちはわかるまい。
V0000444293	ひなんくんれん
V0000444294	かくれる
V0000444295	かんばん
V0000444296	まどガラス
V0000444297	さわぐ
V0000444298	おおう
V0000444299	ゆれる
V0000444300	たいしょ
V0000444301	かくほ
V0000444302	あわてる
V0000444303	「じしん・かみなり・かじ・おやじ」ってきいたことありますか。
V0000444304	「じしん・かみなり・かじ・おやじ」ってきいたことありますか。
V0000444305	これは、むかしのひとがこわいとおもっていたよっつのものですが、このなかのじしんとかじのたいしょのしかたをおぼえておきましょう。
V0000444306	これは、むかしのひとがこわいとおもっていたよっつのものですが、このなかのじしんとかじのたいしょのしかたをおぼえておきましょう。
V0000444307	じゃ、まずグラッとゆれたらどうしますか。
V0000444308	じゃ、まずグラッとゆれたらどうしますか。
V0000444309	つくえのしたにかくれます。
V0000444310	つくえのしたにかくれます。
V0000444311	そうですね。つくえがなかったらあたまをようふくやカバンでおおいます。
V0000444312	そうですね。つくえがなかったらあたまをようふくやカバンでおおいます。
V0000444313	ほかには？
V0000444314	ほかには？
V0000444315	まどがわれるかもしれないので、まどからはなれます。
V0000444316	まどがわれるかもしれないので、まどからはなれます。
V0000444317	ドアをあけます。
V0000444318	ドアをあけます。
V0000444319	そのとおり。にげみちをかくほするためですよね。
V0000444320	そのとおり。にげみちをかくほするためですよね。
V0000444321	そとにでます。
V0000444322	そとにでます。
V0000444323	うーん。じしんがおきているときにすぐにそとにとびだすのはかえってきけんですよ。
V0000444324	うーん。じしんがおきているときにすぐにそとにとびだすのはかえってきけんですよ。
V0000444325	でも、たてものがこわれるかもしれないし…。
V0000444326	でも、たてものがこわれるかもしれないし…。
V0000444327	ふるいたてものはそういうこともあります。
V0000444328	ふるいたてものはそういうこともあります。
V0000444329	でも、にほんのあたらしいたてものやがっこうならなかにいたほうがそとにでるよりむしろあんぜんなんです。
V0000444330	でも、にほんのあたらしいたてものやがっこうならなかにいたほうがそとにでるよりむしろあんぜんなんです。
V0000444331	おおきなまちではじしんでこわれたかんばんやまどガラスなどが、おちてきます。
V0000444332	おおきなまちではじしんでこわれたかんばんやまどガラスなどが、おちてきます。
V0000444333	だから、まだゆれているときにそとにでるとかえってあぶないんです。
V0000444334	だから、まだゆれているときにそとにでるとかえってあぶないんです。
V0000444335	ゆれがとまってから、あわてず、さわがずにひなんしてください。
V0000444336	ゆれがとまってから、あわてず、さわがずにひなんしてください。
V0000444337	それでは、ひなんくんれんをはじめましょう。
V0000444338	それでは、ひなんくんれんをはじめましょう。
V0000444339	せい
V0000444340	せめる
V0000444341	いとこ
V0000444342	よめ
V0000444343	こわい
V0000444344	やめる
V0000444345	すみ
V0000444346	たいしょく
V0000444347	てんしょく
V0000444348	とりひきさき
V0000444349	たいしょく？
V0000444350	たいしょく？
V0000444351	はい。いろいろかんがえて、それがいちばんいいかと…。
V0000444352	はい。いろいろかんがえて、それがいちばんいいかと…。
V0000444353	きみのようなゆうしゅうなひとがやめてしまうのはざんねんでならないよ。
